dataset,id,chain,addr,contractname,fp_sol,fp_sol2,fp_bytecode,fp_runtime,property,SWC,DASP
Doublade,0xa10e0ab575016f91df28c20306f359123be5ac7d-Reclaimable-reentrancy,,,Reclaimable,9595c31849e19c65ec423fbd5035a595,799f5cc08cc473bdf79e0c8a791150e6,,,[],[],[]
Doublade,0xa2b9bb1a44c05560399df4779de7cdacf10185e1-PreICOProxyBuyer-reentrancy,main,0xa2b9bb1a44c05560399df4779de7cdacf10185e1,PreICOProxyBuyer,b4477ef57617863fe3525e116c295d6b,b4477ef57617863fe3525e116c295d6b,77fc10e2127a235fe224664fcab73702,1597fa9e84808f51d8938e8b91f17814,[],[],[]
Doublade,0xa32f986d638afb6bd81e74b7a4fc653625ffb1b4-ERC223TokenCompatible-lowlevelcall_result,,,ERC223TokenCompatible,45c24011c68a85bea39d0e3760db60b1,00c972d1064646819865daffa2c60a6c,,,['lowlevelcall_result'],[104],[4]
Doublade,0xa395480a4a90c7066c8ddb5db83e2718e750641c-PreSaleFund-reentrancy,main,0xa395480a4a90c7066c8ddb5db83e2718e750641c,PreSaleFund,bbebbb3a6132e658d463c2de5716ec98,f350b4254a44aed30b89d637ee1e9998,26604c0d533bbf4baeb51cb5f3f4daf2,75d052c11eca88c9905e24171fa0ca74,[],[],[]
Doublade,0xa5629861c9c345f50221996ef852fd9665eb1c05-IronHands-reentrancy,main,0xa5629861c9c345f50221996ef852fd9665eb1c05,IronHands,f724adc25cd373596c4e727519bc758f,2b45e6b39a42b83dda0a5cd92568cc5f,c761ed25e30626edc7d0d710b55d5e46,5cdb428109be92c01d1bd3f1a775b8c9,[],[],[]
Doublade,0xa714169549d0624d32bce5dccba358d36350358f-GHHT-selfdestruct_result,main,0xa714169549d0624d32bce5dccba358d36350358f,GHHT,61fd7260afd95f7dec23b13d54403c57,64a6e18878a387b89fdc472ce971f77c,97794e9add6039dd8187731956c7c300,bbffa674dbc63ccb201a0293908c829e,[],[],[]
JiuZhou,HashCollision,,,,d75ee0879c759e14e2c1c0553dd5f148,65945e0e27c9eae48dab1b5f92eb4c9b,3a1878050af3501f002786e5fe1fcd74,4fa6dd2d665c7b2a6444c9efc23b4742,['Hash Collisions With Multiple Variable Length Arguments'],[133],[10]
Doublade,0xa85924729e6d65fcd23d8c7fcfb7065b709fff30-Etherpixels-lowlevelcall_result,main,0xa85924729e6d65fcd23d8c7fcfb7065b709fff30,Etherpixels,e96b769b1ef8d36501e37d49c1b483d4,78d39867617747f58426c27df7e643fe,2fa1e3554d6efa4c20a893ac914a713a,b3e491c1ba037a735563f0beccd35358,['lowlevelcall_result'],[104],[4]
Doublade,0xa9fa841e2b56be2d8b645819b46fedfd9e331206-SmartPyramid-unexpectedrevert_result,main,0xa9fa841e2b56be2d8b645819b46fedfd9e331206,SmartPyramid,7492b42303855e72ec58f4750580ffc3,085accdba0e1808940571f571bd81b8b,b9bb2068a5309f5d7a2f286952381a54,ddaafb09a68f872a9afbb9aefc4ba147,['unexpectedrevert_result'],[113],[5]
Doublade,0xaa12936a79848938770bdbc5da0d49fe986678cc-PreSaleFund-reentrancy,main,0xaa12936a79848938770bdbc5da0d49fe986678cc,PreSaleFund,538baeca159e3d02a50a2b2dc678cec4,b6c6c222b9995dac8283cbe469772b81,a33a0bdec580b76dba8257b33fc5af34,8ba3bf20b2b7831017cd6a351a9bb8e7,[],[],[]
Doublade,0xaf0f6a53269fc9dbbd9da9f11c368d36b7a60006-Etheropt-lowlevelcall_result,main,0xaf0f6a53269fc9dbbd9da9f11c368d36b7a60006,Etheropt,54d2cc0624756b4d38dab6d2f4898963,54d2cc0624756b4d38dab6d2f4898963,cdeb3bfb3a8ffdb2987917e90cec3842,110716f107c7aa58c3413fc8a057c758,"['lowlevelcall_result', 'reentrancy']","[104, 107]","[1, 4]"
Doublade,0xafc1d46163308c81bfb12d305ccb7deabb39e1fe-ETHedgeToken-lowlevelcall_result,main,0xafc1d46163308c81bfb12d305ccb7deabb39e1fe,ETHedgeToken,a4d54f067024cfda27c1e32b782c8b42,d2e74d9859546e7f30d1e68be9f97b28,dee620896bc6a631a77737f745d6d83c,8389842f9e7de0e47efe206d5a990a72,['lowlevelcall_result'],[104],[4]
Doublade,0xafd128d46a857da71a6b9205fc3f4c862cb9db1c-CryptoBets-unexpectedrevert_result,main,0xafd128d46a857da71a6b9205fc3f4c862cb9db1c,CryptoBets,25b97750b535cd33a76ac258e8342ff8,6dc2941125799d70afe6b358af6cd9f8,e154ec14b6a89d03a0d06a654d2138f9,4cedb6bfc9dcc07342976aec2bd815bb,[],[],[]
Doublade,0xb02ae0bd0e1431337fce668d76a6ba4b6ecadd84-Lottery100ETH-lowlevelcall_result,main,0xb02ae0bd0e1431337fce668d76a6ba4b6ecadd84,Lottery100ETH,0a657914023ad144786c19dd4d3c02c8,b52834790495842a76d1e088b532313c,f29c5d61f42ed4931ec2e9fe5a3ede71,771a6b59ff65bdb355c5be2eef0dc836,"['lowlevelcall_result', 'tx_result']","[104, 115]","[2, 4]"
Doublade,0xb15970c21d3fe0ed440980b056ab7fa7acb296b1-BaseUnilotGame-unexpectedrevert_result,,,BaseUnilotGame,4b5a3982a516ce37927c255f5a1039de,8d07e6d90f5e246f8a6d208dd4c6a102,,,['unexpectedrevert_result'],[113],[5]
Doublade,0xb22d042896cd46d073d3bf7b487522bbe1eeb5e7-LPPCampaign-tx_result,,,LPPCampaign,9111142444f821af1093dacad1bf56af,6e938dd074096b6e16955652de5f212d,,,[],[],[]
Doublade,0xb3b3fa00a534ab0c7437bc5e9f4f97f1f98b930d-LuckyCoin-tx_result,main,0xb3b3fa00a534ab0c7437bc5e9f4f97f1f98b930d,LuckyCoin,269316683cef371a77a9690ad81958ed,54238261da8fe50e764fed563f48d8f4,1e403272cdec4cb5e2fc71f7264f9265,2bc17f3e1caee779b9932f141bd9cb27,[],[],[]
Doublade,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99-DrainMe-lowlevelcall_result,main,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,DrainMe,3b2d933606731de60cfd870cb1784de1,7e937b4d5eee69a27e9db9dfd14def9b,d5169273775dafa4ac1cffff142b3b46,fc99dd58f1de2f4123ed3289d1b65d8e,"['lowlevelcall_result', 'unchecked_low_level_calls']",[104],[4]
Doublade,0xc726ac92955fc07ad09c5af4827418f581e37017-CryptoHill-selfdestruct_result,main,0xc726ac92955fc07ad09c5af4827418f581e37017,CryptoHill,80bc03887e36ac189f77021ca411e713,80bc03887e36ac189f77021ca411e713,7c5dc3927f5996dce7076b8baf469f3c,a0bfb28d546a8e1cbdd417a2d59f9d19,['lowlevelcall_result'],[104],[4]
Doublade,0xb6232969a6c1f995c802b8ed84265e4f7f92076d-TERATO-lowlevelcall_result,main,0xb6232969a6c1f995c802b8ed84265e4f7f92076d,TERATO,528f5f115cd977485cac5602b20eb516,be1aff3c5a06d88be0e2a4da1a3cf38b,6ba9e7078b27055a9f94584e5cbe9b19,14443628757ef762ac085d095c83c99d,['lowlevelcall_result'],[104],[4]
Doublade,0xb746aed479f18287dc8fc202fe06f25f1a0a60ae-Ethex-reentrancy,main,0xb746aed479f18287dc8fc202fe06f25f1a0a60ae,Ethex,578c4dc33ce8c9c13071e7909c4c9fef,8ce7cd85cde13c2318c3f7fd96342bbb,e7c487bd2b494c1b866221150cb135bb,73647732068b80b265f97d10ac0e5a17,[],[],[]
Doublade,0xb7c6f23e9bfd56b7337916086b699f104959a2ff-ArtCash-lowlevelcall_result,main,0xb7c6f23e9bfd56b7337916086b699f104959a2ff,ArtCash,089e01197d3c63c63adec44544b827d0,60aad3eab3b99fd61b7fed0a39112da7,799abd7f8c21931f41f2aa32ff27e1ce,bc3b4cbe94bbc3d79b58b1f4cc69d601,['lowlevelcall_result'],[104],[4]
Doublade,0xb834a20ffe2c3feb10bc2f4d0f43ff532395e117-ProxyManagementContract-selfdestruct_result,main,0xb834a20ffe2c3feb10bc2f4d0f43ff532395e117,ProxyManagementContract,811acd71b7004f6ff5c9266217683b08,b6f78fb838b7bcf12c97a3035e2406dd,76f53a6d4a86260f72cdea8dcbf06926,f68496feacf00082f653a9040843b7aa,[],[],[]
Doublade,0xbae07df8862c08b29bddecea08b85145bb48d744-MicroDAO-lowlevelcall_result,,,MicroDAO,5e865621ed735e442542413dcb4811e4,5e865621ed735e442542413dcb4811e4,,,['lowlevelcall_result'],[104],[4]
Doublade,0xbd3696b01a487b012ba99628b06a1a7859f5ca23-CoinCrowdICO-tx_result,main,0xbd3696b01a487b012ba99628b06a1a7859f5ca23,CoinCrowdICO,af09bbd76f52399f5a770684f8037795,4050aa981421bce366fb796ff931dd02,79fdf8a5c6e960ba8cd037518e00c577,3385755baa44f267064199e5e3e47292,['tx_result'],[115],[2]
Doublade,0xbdb686ac471b374bdc844615c768c2595c2ff2fe-BoostContainer-selfdestruct_result,main,0xbdb686ac471b374bdc844615c768c2595c2ff2fe,BoostContainer,daad863b82f639980d4878627a5b1cf7,d25f61d62c33b8653d82ddc693f5e85a,a49ea9550124cb7aea625bc7a3ca5b40,cfba4a0c73237aa46680df72ca90d0b9,[],[],[]
Doublade,0xbedb3a6957a892c6fe6419d80691647380717e1b-HFTCrowdsale-selfdestruct_result,main,0xbedb3a6957a892c6fe6419d80691647380717e1b,HFTCrowdsale,bd32386ca9d9f19130cee3cb773c9456,0718a93e5a934c217a9bace95861ad13,6d270984f8db52d69ce99655a6dbbe47,40f93ff47978c6212ca6e242cd122a14,[],[],[]
Doublade,0xc399a8814e1fbb3095df330f8ff7f4916247ef94-think_and_get_rich-tx_result,main,0xc399a8814e1fbb3095df330f8ff7f4916247ef94,think_and_get_rich,c2cc6985f9bced8312f712ee1088ec50,89c4fb00c6af7a46a29f7dab2e56f0bd,b8ab20e22fa7caf9b51ca14b2bd6289f,4862a5d0d655ea637b16c352a233264b,[],[],[]
Doublade,0xc446b5b0a696b6735bf95888a896253a1a5d25f5-TwoXJackpot-unexpectedrevert_result,main,0xc446b5b0a696b6735bf95888a896253a1a5d25f5,TwoXJackpot,8fe3e4e8c4c6c9be9977d3e286e67ee3,7cf59c87ecc1546f7480819fc823e704,5510b34d17496ba3a1ae9406e26dfad7,4e6e83b92552e6c533172ef7941ccd66,['unexpectedrevert_result'],[113],[5]
Doublade,0xc4bb171729f2fbe23cdbb552ff13b53a9e08b4ee-DSExec-reentrancy,,,DSExec,eeec1e8a9be3b58748c8e9f28342e429,59df04ed8afd7f247ea1175f63729f64,,,['reentrancy'],[107],[1]
Doublade,0xc58492b3b14f658adff566c988029308505f81b5-PonziScheme-lowlevelcall_result,main,0xc58492b3b14f658adff566c988029308505f81b5,PonziScheme,ca401057aa85d16aacec92e6481f5a05,3cb7033827eac2910ba2e33e7f882c8b,4027d1e827d74310d76f5ee79d7cd282,4368ade256933f5c8b8d2677e79331d1,['lowlevelcall_result'],[104],[4]
SWCregistry,constructor_create,,,ConstructorCreate,4e7cc2c944298de4c1418619b47e2c6a,59fafe128b645c6d57ae9b960ae603c3,ff29e3a0f23f667f8d5ffd35bdcf846e,5a2e2cd082d55d29b3de91b1622ba4fd,['SWC-110'],[110],[10]
Doublade,0xc7f4ade4874e06a20fab9c5dc4f1dd8b6d85faf2-Pie-lowlevelcall_result,main,0xc7f4ade4874e06a20fab9c5dc4f1dd8b6d85faf2,Pie,0120a2934d0ffe4b904830fe899f554b,4187260864fb5027615005a4c8a6a9df,28140ff92f5545747ae87013000af3ce,a58aa3f434da41a98bae74b08bbde672,"['lowlevelcall_result', 'unchecked_low_level_calls']",[104],[4]
Doublade,0xc80defd365fbac2dffeddfcb091b99afea6f8408-FruitFarm-lowlevelcall_result,main,0xc80defd365fbac2dffeddfcb091b99afea6f8408,FruitFarm,b5cc23f7ab359dee0d91d69fe68ba880,5eaa7bd68e066e1f28a0a15cb026660f,3f61cad53ec8bc40040a50fec76b5154,d89664995e149c013202675c8fe69008,['lowlevelcall_result'],[104],[4]
Doublade,0xc85b0c4874b8f06bfb3f9b65f252d60f962e60b7-ProfitContainerAdapter-lowlevelcall_result,,,ProfitContainerAdapter,efe5ebd718c6afa9c24214bb4373b40d,dc70a7e896be1cb7d2b1d3dda0c365fa,,,[],[],[]
Doublade,0xcc62541f0492f7a77e46c457500b762f14a87df8-capital-tx_result,main,0xcc62541f0492f7a77e46c457500b762f14a87df8,capital,cea5824df581491e68a4360b122b089f,697b4fbe7c4d1ffa2cbe43ae6153c8c7,0f8dc7f2051ac55bbac4834b2624511d,b463fa9f82d46079da6020505737aae0,[],[],[]
Doublade,0xcc88d8ea235eb37d427a7040674d751a689ba4bc-usingOraclize-reentrancy,,,usingOraclize,62325a9e0d9d9c25b9fb82d68406be45,7f6ef8004130f65348f9b887c64cfb48,,,[],[],[]
Doublade,0xce9ed0b322a1420da4b6990e3047796f57471336-LifetimeLottery-selfdestruct_result,main,0xce9ed0b322a1420da4b6990e3047796f57471336,LifetimeLottery,b3f0539490f0cb3a97dd187a3a8d14a2,2c9c8520f51bee1ef9e29594811556ea,45171cc41f9867f04723b95f2e1613e1,b3495db7b00186efcb350156d0bbf190,[],[],[]
Doublade,0xcf686b9c6d185d0091d07df8b9953702c78b0c20-TotlePrimary-reentrancy,main,0xcf686b9c6d185d0091d07df8b9953702c78b0c20,TotlePrimary,b521486cd4db83789a805e758e04b120,60a2e39f9014c428fc5c6c886a0ff985,a2d3866838dbe8969b6c01e3579d3b9d,283095b9ef6a80e0092c339db22316d8,[],[],[]
Doublade,0xd1ce8888b962022365a660b17b4b6dcfa3c7ce7e-SX-lowlevelcall_result,main,0xd1ce8888b962022365a660b17b4b6dcfa3c7ce7e,SX,57a69b2d2244b1919ab0d4790913d5ff,453d66bd3cc4fe5bfbb42d7043d8261a,87cb8affd30802ed154a1bfb3e518819,21a082521b69b0a0360a9dbc4ce2c6ed,['lowlevelcall_result'],[104],[4]
Doublade,0xd3bb6ffb59d082f701bcdb5dc43a1753fc6b43da-usingOraclize-reentrancy,,,usingOraclize,51b82cd091f192493f43dd2934e1b2fc,6b4985634798ad48a0db26b61e5d3a2e,,,[],[],[]
Doublade,0xd403cc1e2da3aa7d954e0ad34bef2df2b9a9f238-Distribution-reentrancy,main,0xd403cc1e2da3aa7d954e0ad34bef2df2b9a9f238,Distribution,54341e505565ff1c74622dbdd0765582,6a7baf807eefd8f1dfd6062f381ec194,6f349c5ca04e2c199471f65555432117,09a1cdfdf9bd3dd0bd5c4dabfe3dcbd1,['reentrancy'],[107],[1]
Doublade,0xd4342df2c7cfe5938540648582c8d222f1513c50-AddressLottery-tx_result,main,0xd4342df2c7cfe5938540648582c8d222f1513c50,AddressLottery,89e9b9687199ab4fb5c9172d958a65ab,0b3d61c3d45b11cffaf893e40ae04bd7,171bac9b9bdf89141cef6a2b8c4d85a5,bf4baa8b69a3e64d315b42eb23dc38fe,[],[],[]
Doublade,0xd61266e619f169b2cc766b192ca67d083f0c7144-usingOraclize-reentrancy,,,usingOraclize,24e18c72fa5d744951c4e5fb8dc88585,f21bc5def2aa618f495f4cfe2c25974b,,,[],[],[]
Doublade,0xd73f1bcb7143776cadc3faf6cdd089267aca184c-SealCrowdsale-selfdestruct_result,main,0xd73f1bcb7143776cadc3faf6cdd089267aca184c,SealCrowdsale,5612b3b62c3508e67ec3309b68e7d1e2,acf1bae17e21b6ab989780f7929568f0,8f2a89aef3621a6fca63f32213b15a16,ae265a29265c5e6cf0915e55fe1bd8e6,[],[],[]
Doublade,0xd897a2e34a5155e8ba5d4093a7ac883d374ff1d0-IronHandsCommerce-tx_result,main,0xd897a2e34a5155e8ba5d4093a7ac883d374ff1d0,IronHandsCommerce,19b3f898e3ce7f45756f8623cc0fb3c2,77bb46ab220a5644fead5673eff5d2b4,15ee0d6b2a0f36bb3f808558144475e1,86ae16e54e0b0c7ba3c842d0e873973e,[],[],[]
Doublade,0xdb2c47230ff7bd408bd9b07ef6dd58f331e24a3f-coinScheduleReferral-lowlevelcall_result,main,0xdb2c47230ff7bd408bd9b07ef6dd58f331e24a3f,coinScheduleReferral,29861349da05d45385cc9b312b787d74,29861349da05d45385cc9b312b787d74,e415121199241736293f775e9299ece3,2c2fff376fa4fda2b42bf818f3584625,['lowlevelcall_result'],[104],[4]
Doublade,0xdc8944deaf5da0b81bcd38a87cbad0c0e793116f-ABTokenTransfer-selfdestruct_result,main,0xdc8944deaf5da0b81bcd38a87cbad0c0e793116f,ABTokenTransfer,c7cb626246ef0c02fb90417c2b4425b8,65cca18fd6666aad188b94ec0c31dc18,f0b228aedef56714ec68e8e59984d4f2,9878007d141739446d87fc6805274e7e,[],[],[]
Doublade,0xdcadd661d53c6def90e5ea3cec0a9feb7c0b08ce-DestructionContract-selfdestruct_result,main,0xdcadd661d53c6def90e5ea3cec0a9feb7c0b08ce,DestructionContract,52bc61b15493ea414ef56f53109fd753,d10e4fd66fdd6686223e397bea9c5c78,3d4a0681982fa84341ab607af07113d5,af6856b2f96fbff6d7d84f623a246d8b,[],[],[]
Doublade,0xdcf59ee4803931a376a0fb6244036e49ebc7dd61-usingOraclize-reentrancy,,,usingOraclize,5b2d5d9f0b175c925807af7945344b72,0dfe46197fc0a6b972759499f52433ad,,,[],[],[]
Doublade,0xdd4950f977ee28d2c132f1353d1595035db444ee-JIincForwarder-reentrancy,main,0xdd4950f977ee28d2c132f1353d1595035db444ee,JIincForwarder,01dd4a2eacf1f751bcf9070bca20c3a2,d6183c8483cc565965fa011dd5099f98,5f647ede3bc2b480dc2a890ae29d4833,3d52a9cebf49fb5b04070569fb5c582f,['reentrancy'],[107],[1]
Doublade,0xdd98b423dc61a756e1070de151b1485425505954-usingOraclize-reentrancy,,,usingOraclize,b1dc998b811e7d3ac3b6eabb7a0cd0f8,5f66239ea441606c152e5ccd8482cd2c,,,[],[],[]
Doublade,0xdfb4524b1c1fe01075fab0bb4e16db991d58a3bd-EBAYCrowdsale-selfdestruct_result,main,0xdfb4524b1c1fe01075fab0bb4e16db991d58a3bd,EBAYCrowdsale,6259970b5f702b660ba9c07c158267f0,92310edc0f38d37111635c76c1fc17a8,7a3a7bfb75306c444f649580cc695534,38b82a68391696411282927b791bd541,[],[],[]
Doublade,0xe137e3d0659e7dbf8e309dc6011d672456f379c7-WorldCupControl-lowlevelcall_result,,,WorldCupControl,2df7d405162a976fca745f8908b92ba9,3e1cffd87cd1ea1b24dfcf971f157727,,,['lowlevelcall_result'],[104],[4]
Doublade,0xe158db4981bc51387c9b5b16f44244f1010ab325-UBets-unexpectedrevert_result,main,0xe158db4981bc51387c9b5b16f44244f1010ab325,UBets,291a71d5b94d48a9113beae8c5808a7a,20c0e07e9b514f4506ab39d4e2df4b62,4265f969cd180110d4308ccfa03f923a,8a68c91c7d69310b0d3df3cb2c9d1ffd,['unexpectedrevert_result'],[113],[5]
Doublade,0xe28942df3b9502193a3547e6f6bad16ce63b1e2d-Escrow-reentrancy,main,0xe28942df3b9502193a3547e6f6bad16ce63b1e2d,Escrow,0a7dcd7ad58d91e0373b21e4e4522cdf,caf7360a25ebfecc491a61c056af4679,684b26230577c64d40bf22098cd4134f,2f2d3d6ced5904f1d9baa8adcdca9def,['reentrancy'],[107],[1]
Doublade,0xe5221f29861508d7556249f19924effe391db237-EnjinBuyer-reentrancy,main,0xe5221f29861508d7556249f19924effe391db237,EnjinBuyer,a794164d9ea7ec96d50ba1d3a1b98ae4,7d2acbde95600d0fa32d5135a3081ebe,8e983f48d158b2f53d503cf5d1b57a98,ed516579799323026adbc7b0d65e9681,[],[],[]
Doublade,0xe53965850110c8333b5f3a957786d21e427b1af8-Hold-unexpectedrevert_result,,,Hold,31b06ae14cd358592e7d6dc725e86230,fba2f44247197a032edbf448ef36683e,,,[],[],[]
Doublade,0xe63760e74ffd44ce7abdb7ca2e7fa01b357df460-DividendDistributorv2-reentrancy,main,0xe63760e74ffd44ce7abdb7ca2e7fa01b357df460,DividendDistributorv2,f790bb39866041eb895855aeebef1748,4b6b741864ab9b12ca7705ea9a066cef,1b02fa471b014c6f51a1a2ddd08ada4d,f61fac552c6e03be98edb04175985c50,[],[],[]
Doublade,0xe642b6f79041c60d8447679b3a499f18d8b03b81-usingOraclize-reentrancy,,,usingOraclize,53d983142dfc565b8196a72045480d66,9f7428ded116963b3d7917a1a519df89,,,[],[],[]
Doublade,0xe73e933e6252cbc7f34cf6efa5ba16db5705e22c-usingOraclize-reentrancy,,,usingOraclize,d6c8151380c7c6bad67db91e8ad25e98,0e4626be621609864b9a373be23be277,,,[],[],[]
Doublade,0xe7b85bf9964a38124b1ce55392aa284ef3311c28-usingOraclize-reentrancy,,,usingOraclize,b9149e1ccfbe786399f7ac68f3b732bc,cc1d1fa0bec4120a4ef60f6c06e9c63e,,,[],[],[]
Doublade,0xe8a6d8e9a08281b0e235ad54ddedd98920517dff-DigitalGame-unexpectedrevert_result,main,0xe8a6d8e9a08281b0e235ad54ddedd98920517dff,DigitalGame,27f15df89a4e097988f61c1a3e7d600e,69a411d636c4af8d6debdb0b987827d2,8fb488a4246655e255b5ed8aa94d7c61,64ee4648ec8cda0f6209a2ac82e9cb1c,['unexpectedrevert_result'],[113],[5]
Doublade,0xe9a3217b3e9c7384dd62c0159ab05ea00ab4093a-BinaryOption-unexpectedrevert_result,main,0xe9a3217b3e9c7384dd62c0159ab05ea00ab4093a,BinaryOption,92824bc00e630f9cfe39b28b9fd9f442,296ea0a64a79178d9eb6cfd72435e93e,4f2e54d1b55e05180005ccc5d9a00745,4b95f09e1ed20791122c193801537c57,"['reentrancy', 'unexpectedrevert_result']","[107, 113]","[1, 5]"
Doublade,0xea13bfa584e6d7e4c8409a1178805a367821e2f6-PredictionMarket-selfdestruct_result,main,0xea13bfa584e6d7e4c8409a1178805a367821e2f6,PredictionMarket,cd0c01291be1ee8ae25897e1248050c2,47a3c3197e8c68827b5bd75baba9151f,2817c38407711a0cd6e4142c2897af07,5efec0768b86d113ac523132aedf42ed,[],[],[]
Doublade,0xec987914ade432ce9806f418787a4ed0b0e77000-LuckyDice-reentrancy,main,0xec987914ade432ce9806f418787a4ed0b0e77000,LuckyDice,46b2f61235579f0b557bf95f18407ea8,b56213a548d929d5a077b20f123be300,c83a5fe0bcab311115b92d04b7ee3bff,9ce542ff27fdae22a0f09dcb927b7a08,[],[],[]
Doublade,0xece701c76bd00d1c3f96410a0c69ea8dfcf5f34e-Etheroll-reentrancy,main,0xece701c76bd00d1c3f96410a0c69ea8dfcf5f34e,Etheroll,3d621d123e2dedc7eb65b7bc9f88ebc3,13a9ab11dafd42acd336497329f7f82c,c17cbeaf922b0ec9c5260c325bd3e132,903beacb7d0bf5b994efa35e9d63831b,[],[],[]
Doublade,0xed42398a3df99e482039c2aec8000dba75296ee9-enigma-tx_result,main,0xed42398a3df99e482039c2aec8000dba75296ee9,enigma,55d078d9b5cdda996c1578c5320af52f,f46c92a82164084d08fd982cc3cce60b,d721b935a7c5c0bc3fac925733576b9f,378998a8a9ec62cf100ea3ffa0be6630,[],[],[]
Doublade,0xee735ce6b54893322648a232cfd754fa10cf1627-usingOraclize-reentrancy,,,usingOraclize,4ecd7575165cbb435173923a17c1a0f9,5b5f2fd0d7a00d40e81d094e234ff802,,,[],[],[]
Doublade,0xeeedac8686ae12183129e80e632e922dd8daecc4-usingOraclize-reentrancy,,,usingOraclize,544ddf7650d4359817a2526b33091fa5,77c6d97f84aca2fff3ac67f6a23947b2,,,[],[],[]
Doublade,0xf1aa63ad7a897ca02cab6021513ee0a86820153e-EthVenturePlugin-lowlevelcall_result,main,0xf1aa63ad7a897ca02cab6021513ee0a86820153e,EthVenturePlugin,122b525afcf7856fb49713ec903fab2a,122b525afcf7856fb49713ec903fab2a,5b6fe75980e80946b95fae685f5a66e6,721ca85dc1a4905b8526787344ee750a,['lowlevelcall_result'],[104],[4]
Doublade,0xf2b89f45cc4ebbf11a36bdb4a4b24eada8dd30a7-AirDrop-unexpectedrevert_result,main,0xf2b89f45cc4ebbf11a36bdb4a4b24eada8dd30a7,AirDrop,606b426b367d87d5b9fbad5ffc5b0a63,4e633d698ed03a0511c3d027a92790fa,25ebec22a59ffec01d8ac9c55e68c721,e0f3eb593cc34c7e9895cd0722c3c863,['unexpectedrevert_result'],[113],[5]
Doublade,0xf34c379ad51bce4e9b1cea34088d643349d625dd-usingOraclize-reentrancy,,,usingOraclize,5520ef7276baf29282ea39f04ba93b0e,fec427274a2934f8c30dd4b21c74da72,,,[],[],[]
Doublade,0xf3cfb35afdbffea20892488ba7f1574adda81b9d-Proof-tx_result,main,0xf3cfb35afdbffea20892488ba7f1574adda81b9d,Proof,2f5b4d39dec156c3c7f614ce4342e4be,724fa9db05f045aa5ae0c6b148818ad7,4f04e00b50be7fb26cad59bdc3c1803e,eabe2256574ba2111bbe33673a72ab64,[],[],[]
Doublade,0xf4061630645f15bd1122614bcd71403c1f53a10f-usingOraclize-reentrancy,,,usingOraclize,f6a8a85b9f8fb206a537a3c2ff157850,df53b287a80eaafaf42158260a849034,,,[],[],[]
Doublade,0xf955eb3e1b055e68ca155f58167cd83d6dc195b5-SmartMinFin-lowlevelcall_result,main,0xf955eb3e1b055e68ca155f58167cd83d6dc195b5,SmartMinFin,8cf08d1010adcb85c21317082b802a0e,2e19403e5e2c9b5ce5ada2bd19eebaf9,f56100126cd8bbb8f2e2ff26575df233,da6ce8efa9a0cf3ff21d7a162efb5de4,['lowlevelcall_result'],[104],[4]
Doublade,0xf9dd354be4a35ba3f44f8b51564e9d5110b16357-NeterContract-selfdestruct_result,main,0xf9dd354be4a35ba3f44f8b51564e9d5110b16357,NeterContract,0689868d0f2bb3d567f68060207b0c84,15051764db8aae41dcc220c7ab70b745,fbcfa8b250d7c8fea5a134ea4dbc630f,471c0166725cb607adeb15922f96115b,[],[],[]
Doublade,0xf9e03d5e3d86277574cfd5f7e842f213cf88945f-self_store-lowlevelcall_result,main,0xf9e03d5e3d86277574cfd5f7e842f213cf88945f,self_store,6fbb7a5c0c11157b9e096228c856362e,6fbb7a5c0c11157b9e096228c856362e,77f4def4dea56f458b07df0274ba891d,ee060f0f688d5cdd8ff57899a39de677,['lowlevelcall_result'],[104],[4]
Doublade,0xfa35645dd7d666f7f8743db98245518cdf348667-TribalWarfare-tx_result,main,0xfa35645dd7d666f7f8743db98245518cdf348667,TribalWarfare,2e76154cc851693b0f240bf61b52c539,f81853d23eba5b97703a52854e4d6fe6,474a33919c7c6f309cc79792dfe7280f,271ae2390052b80a2b7db571d1e6d3ef,[],[],[]
Doublade,0xfacc5b21597487575667dde047fc6e5d58bdae55-Crowdsale-lowlevelcall_result,main,0xfacc5b21597487575667dde047fc6e5d58bdae55,Crowdsale,83b05b513521748ab92e85bf9a0ea4c0,14fdafe7a2f01912928d9d6111a9728a,945dc89bad3637b2f1d3f8c91d078bf2,db03c70ba9507affdda813a12590263f,['lowlevelcall_result'],[104],[4]
Doublade,0xfdf8de115951517d16fdaedc088d2b67aed5b031-TossCoin-lowlevelcall_result,main,0xfdf8de115951517d16fdaedc088d2b67aed5b031,TossCoin,f40331f125cbb04c4b76d63feb921879,2d8c6d1a427a1375f2923a0a1883273c,745fa4d1ea2a8c0fc6bff604bdd9344e,0e3013b25997db3a6652f8c685061fd4,['lowlevelcall_result'],[104],[4]
Doublade,0xfea71f436ec963507c26f424d93168e4285cd822-batchTransfer-unexpectedrevert_result,main,0xfea71f436ec963507c26f424d93168e4285cd822,batchTransfer,4703a8f7b7da3f307b26c9344414169c,2217f49cce0d31558e0361af2e84952c,1f3c761d7f7f9247231033ec4136e12e,4bfbe58b2954474221ae7be2dce62612,['unexpectedrevert_result'],[113],[5]
